Latitude	Longitude	ISO2	Timezone	State	ZipCode	City
53.994210	10.762272	DE	Europe/Berlin	Schleswig-Holstein	23669	Timmendorfer Strand
54.018742	10.745759	DE	Europe/Berlin	Schleswig-Holstein	23683	Scharbeutz
54.054186	10.742684	DE	Europe/Berlin	Schleswig-Holstein	23683	Scharbeutz
54.068524	10.769104	DE	Europe/Berlin	Schleswig-Holstein	23730	Sierksdorf
54.075752	9.979815	DE	Europe/Berlin	Schleswig-Holstein	24534	Neumünster
54.078242	12.131077	DE	Europe/Berlin	Mecklenburg-Vorpommern	18055	Rostock
54.092921	13.370258	DE	Europe/Berlin	Mecklenburg-Vorpommern	17489	Greifswald
54.097317	18.790151	PL	Europe/Warsaw	Pomeranian Voivodeship	-	Tczew
54.176853	12.091273	DE	Europe/Berlin	Mecklenburg-Vorpommern	18119	Rostock
54.193564	9.101029	DE	Europe/Berlin	Schleswig-Holstein	25746	Heide
54.239175	12.436962	DE	Europe/Berlin	Mecklenburg-Vorpommern	18311	Ribnitz-Damgarten
54.277317	12.803138	DE	Europe/Berlin	Mecklenburg-Vorpommern	18469	Velgast
54.283825	10.882835	DE	Europe/Berlin	Schleswig-Holstein	23758	Oldenburg in Holstein
