Latitude	Longitude	ISO2	Timezone	State	ZipCode	City
54.302262	9.671134	DE	Europe/Berlin	Schleswig-Holstein	24768	Rendsburg
54.308626	13.077318	DE	Europe/Berlin	Mecklenburg-Vorpommern	18437	Stralsund
54.314982	10.131975	DE	Europe/Berlin	Schleswig-Holstein	24114	Kiel
54.355523	18.643807	PL	Europe/Warsaw	Pomeranian Voivodeship	80-895	Gdańsk
54.365842	18.643960	PL	Europe/Warsaw	Pomeranian Voivodeship	80-201	Gdańsk
54.381861	18.605432	PL	Europe/Warsaw	Pomeranian Voivodeship	80-264	Gdańsk
54.404820	13.600508	DE	Europe/Berlin	Mecklenburg-Vorpommern	18609	Binz
54.409890	18.571740	PL	Europe/Warsaw	Pomeranian Voivodeship	80-321	Gdańsk
54.420497	13.417820	DE	Europe/Berlin	Mecklenburg-Vorpommern	18528	Bergen auf Rügen
54.440165	18.562320	PL	Europe/Warsaw	Pomeranian Voivodeship	81-835	Sopot
54.443590	11.188981	DE	Europe/Berlin	Schleswig-Holstein	23769	Fehmarn
54.444984	13.564057	DE	Europe/Berlin	Mecklenburg-Vorpommern	18609	Binz
54.472275	9.055022	DE	Europe/Berlin	Schleswig-Holstein	25813	Husum
54.499458	9.538139	DE	Europe/Berlin	Schleswig-Holstein	24837	Schleswig
54.500366	11.226717	DE	Europe/Berlin	Schleswig-Holstein	23769	Fehmarn
54.502047	11.227904	DE	Europe/Berlin	Schleswig-Holstein	23769	Fehmarn
54.520834	30.374883	BY	Europe/Minsk	Vitebsk Region	211381	Orsha
54.520843	18.529554	PL	Europe/Warsaw	Pomeranian Voivodeship	81-324	Gdynia
54.541528	18.473551	PL	Europe/Warsaw	Pomeranian Voivodeship	81-041	Gdynia
54.655232	11.354841	DK	Europe/Copenhagen	Region Zealand	4970	Rødbyhavn
54.655718	11.357466	DK	Europe/Copenhagen	Region Zealand	4970	Rødbyhavn
54.707073	31.002033	RU	Europe/Moscow	Smolensk Oblast	-	Красновское сельское поселение
54.766833	11.877770	DK	Europe/Copenhagen	Region Zealand	4800	Nykøbing Falster
54.774043	9.436525	DE	Europe/Berlin	Schleswig-Holstein	24937,24939,24941,24943,24944	Flensburg
54.789603	8.834571	DE	Europe/Berlin	Schleswig-Holstein	25899	Niebüll
54.798340	32.034462	RU	Europe/Moscow	Smolensk Oblast	214015	Smolensk
54.806350	9.425540	DE	Europe/Berlin	Schleswig-Holstein	24939	Flensburg
54.824247	9.358804	DK	Europe/Copenhagen	Region of Southern Denmark	6330	Padborg
54.906840	8.310922	DE	Europe/Berlin	Schleswig-Holstein	25980	Sylt
54.936172	9.258233	DK	Europe/Copenhagen	Region of Southern Denmark	6360	Tinglev
54.939076	11.867756	DK	Europe/Copenhagen	Region Zealand	4840	Gåbense
55.012517	11.899416	DK	Europe/Copenhagen	Region Zealand	4760	Vordingborg
55.069689	9.332753	DK	Europe/Copenhagen	Region of Southern Denmark	6230	Rødekro
55.197390	34.317551	RU	Europe/Moscow	Smolensk Oblast	215100	Вяземское городское поселение
55.231872	11.766924	DK	Europe/Copenhagen	Region Zealand	4700	Næstved
55.248475	9.304914	DK	Europe/Copenhagen	Region of Southern Denmark	6500	Vojens
55.314070	10.802921	DK	Europe/Copenhagen	Region of Southern Denmark	5800	Nyborg
55.357200	11.135126	DK	Europe/Copenhagen	Region Zealand	4220	Halsskov
55.401777	10.386001	DK	Europe/Copenhagen	Region of Southern Denmark	5000	Odense
55.407548	11.348054	DK	Europe/Copenhagen	Region Zealand	4200	Slagelse
55.419019	11.568793	DK	Europe/Copenhagen	Region Zealand	4180	Frederiksberg
55.428089	9.286450	DK	Europe/Copenhagen	Region of Southern Denmark	6580	Vamdrup
55.438040	11.786152	DK	Europe/Copenhagen	Region Zealand	4100	Ringsted
55.480118	9.303790	DK	Europe/Copenhagen	Region of Southern Denmark	6640	Lunderskov
55.490842	9.481525	DK	Europe/Copenhagen	Region of Southern Denmark	6000	Kolding
55.501621	9.734661	DK	Europe/Copenhagen	Region of Southern Denmark	5500	Middelfart
55.568087	9.738814	DK	Europe/Copenhagen	Region of Southern Denmark	7000	Sandal
55.609230	13.001260	SE	Europe/Stockholm	Skåne	21220	Malmö
55.629609	12.649377	DK	Europe/Copenhagen	Capital Region of Denmark	2270	Kastrup
55.639012	12.088855	DK	Europe/Copenhagen	Region Zealand	4000	Roskilde
55.648621	12.268801	DK	Europe/Copenhagen	Capital Region of Denmark	2630	Taastrup
55.663795	12.514323	DK	Europe/Copenhagen	Capital Region of Denmark	2500	Valby
55.672721	12.564618	DK	Europe/Copenhagen	Capital Region of Denmark	1570	Copenhagen
55.683517	12.571863	DK	Europe/Copenhagen	Capital Region of Denmark	1361	Copenhagen
55.688237	12.578425	DK	Europe/Copenhagen	Capital Region of Denmark	1307	Copenhagen
55.692704	12.587612	DK	Europe/Copenhagen	Capital Region of Denmark	1327	Copenhagen
55.776672	37.579809	RU	Europe/Moscow	Moscow	125040	Begovoy District
55.790057	37.587899	RU	Europe/Moscow	Moscow	127055	Tverskoy District
